identifier	authors	journal	year	title	text
PMID:495	NA	NA	2001	NA	Gene structure and precursor processing .
PMID:496	NA	NA	2001	NA	This effect is independent of the Gal4 protein , as it operates in a gal4 mutant background as well .
PMID:497	NA	NA	2001	NA	Thus , d - delta3 - carene was about four times more potent as a sensory irritant than I - beta - pinene , whereas the difference with I - alpha - pinene was more marked ; as a sensory irritant , I - alpha - pinene is almost inactive .
PMID:498	NA	NA	2001	NA	Blood and whole - brain mercury concentrations were determined in pups on PN 0 ( birth ) and PN 21 ( weaning ) .
PMID:499	NA	NA	2001	NA	Multiple copies of this binding site are found in the viral genomes .
PMID:500	NA	NA	2001	NA	Tubular dysfunction in renal lithiasis : cause or consequence ? ] To investigate whether overall tubular dysfunction is encountered in a particular subgroup of patients with urolithiasis , the following parameters of renal tubular function have been measured in fasting morning urine in 124 male stone formers : excretion of lysozyme and gamma - glutamyl transpeptidase ( gamma - GT ) , fractional excretion ( FE ) or glucose , insulin , bicarbonate after an alkali load , and theoretical phosphate threshold ( TmP / GFR ) .
PMID:501	NA	NA	2001	NA	The blood pressures in 43 subjects were compared during rapid weight loss and at identical weights during post - fast weight gain ( Study A ) .
PMID:502	NA	NA	2001	NA	Mol .
PMID:503	NA	NA	2001	NA	Arg - 130 , Gly - 132 and Lys - 167 are conserved in all members of the type IB topoisomerase family .
PMID:504	NA	NA	2001	NA	The maximal rise in plasma adrenaline was of similar magnitude in all three groups but a lower plasma glucose was required to stimulate this hormonal response in the ' unaware ' patients , in whom the plasma adrenaline concentration was lower at the time of the reaction .
PMID:505	NA	NA	2001	NA	PATIENTS - - 125 women consulting the general practitioner for symptomatic bacterial vaginosis .
PMID:506	NA	NA	2001	NA	Patients with advanced ovarian carcinoma , Stage III or IV ( International Federation of Gynaecology and Obstetrics ) , were randomized to primary chemotherapy with doxorubicin ( Adriamycin ) and cisplatin plus or minus hexamethylmelamine , and cyclophosphamide ( CHAP ) .
PMID:507	NA	NA	2001	NA	Promoter activity of the proliferating - cell nuclear antigen gene is associated with inducible CRE - binding proteins in interleukin 2 - stimulated T lymphocytes .
PMID:508	NA	NA	2001	NA	Sequence analysis revealed 100 % homology of all RA - derived PTEN fragments to those from normal SF as well as to the published GenBank sequence ( accession number U93051 ) .
PMID:509	NA	NA	2001	NA	The mutation also preferentially limits ( compared with total protein synthesis ) translation of an induced gene that depends on five AGA codons , i . e . , the lambda cI repressor gene .
PMID:510	NA	NA	2001	NA	The influence of a high n - 3 PUFA intake on measures of lipid peroxidation has been equivocal .
PMID:511	NA	NA	2001	NA	In contrast , inhibition of MAPK activity by MAPK kinase inhibitor ( PD 98059 ) or by overexpression of kinase - deficient MAPKs activated basal and GnRH - A - stimulated GnRHR - Luc activity .
PMID:512	NA	NA	2001	NA	For the first , short - term ( concurrent ) TAL , two different - flavored stimuli were presented at the same time , one associated with simultaneous intragastric administration of an aversive product , hypertonic NaCl , and the other with saline .
PMID:513	NA	NA	2001	NA	CONCLUSIONS : LHB is simple , easy and safe to implement , and is the only technique capable of maintaining independent upper and lower body perfusion pressure .
PMID:514	NA	NA	2001	NA	Heterodimerization mutant RXR failed to alter GFP - VDR and nlsGFP - VDR distribution or activity .
PMID:515	NA	NA	2001	NA	New TB respirator standards mean more choices at less cost .
PMID:516	NA	NA	2001	NA	After first strand cDNA synthesis from fetal brain mRNAs , short fragment cDNAs ( sf - cDNAs ) were synthesized with a two - step amplification system by use of our modified Degenerate Oligonucleotide Primed Shuttle Polymerase Chain Reaction ( DOP - Shuttle - PCR ) method .
PMID:517	NA	NA	2001	NA	Fulminant hepatic failure in these cases could be characterized by : ( 1 ) rapid decrease in serum alanine transaminase ( ALT ) level after discontinuation of ecarazine , ( 2 ) prolonged jaundice despite discontinuation of ecarazine , ( 3 ) high incidence of anti - nuclear antibody ( ANA ) ( 57 % ) , and ( 4 ) histological findings of extensive hepatocellular necrosis ranging from bridging necrosis to massive necrosis .
PMID:518	NA	NA	2001	NA	Smectic - A ordering at a liquid - vapor interface .
PMID:519	NA	NA	2001	NA	Simulation results based on the presented model are compared with the experimental data for two types of cMUTs reported in the recent literature .
PMID:520	NA	NA	2001	NA	These results demonstrate that the entire E3L gene is required for pathogenesis in the mouse model .
PMID:521	NA	NA	2001	NA	Parelaphostrongylus odocoilei is redescribed from worms collected from the type host ( Odocoileus hemionus columbianus ) in California , as well as material from experimentally infected mule deer ( O . h . heminus ) in Alberta .
PMID:522	NA	NA	2001	NA	Sodium dodecylsulfate polyacrylamide gel electrophoresis ( SDS - PAGE ) showed two bands of about the same intensity with apparent molecular masses of 24 . 5 and 22 . 5 kDa .
PMID:523	NA	NA	2001	NA	Particle bombardment of barley aleurone with a B22EL8 promoter - GUS ( beta - glucuronidase ) construct demonstrates that the promoter ( 3 kb ) is active in developing barley grains .
PMID:524	NA	NA	2001	NA	The cloning of CWH43 showed that it corresponds to YCR017c and encodes a protein with 14 - 16 transmembrane segments containing several putative phosphorylation and glycosylation sites .
PMID:525	NA	NA	2001	NA	They elicit similar regional cerebral blood flow ( rCBF ) patterns , even though sign language is dependent on spatial information .
PMID:526	NA	NA	2001	NA	However , at the time of salvage treatment , the mean serum PSA levels were 9 . 1 and 1 . 1 ng / mL for the salvage RP and salvage RT groups , respectively ( P = 0 . 0001 ) .
PMID:527	NA	NA	2001	NA	First , a GATA - 1 motif was found to bind nuclear factor ( s ) , presumably the GATA - 1 factor , present in K - 562 cell extracts and in living K - 562 cells .
PMID:528	NA	NA	2001	NA	There was a direct proportional relationship between the spiral artery flow and the pressure difference between the spiral artery and the amniotic fluid ; the pressure difference per flow ( the resistance of the cotyledonary unit ) was found to be 1 - - 3 mm Hg . ml - 1 . min ( 8 - - 24kPa . ml - 1 . s ) .
PMID:529	NA	NA	2001	NA	Truncations from Hip ' s N terminus resulted in an apparent loss of Hip homo - oligomerization , but these mutants retained association with hsp70 and were recovered in receptor complexes .
PMID:530	NA	NA	2001	NA	An oligomer synthesized to this region of homology produced two DNA - protein complexes with oviduct nuclear proteins .
PMID:531	NA	NA	2001	NA	The myeloid zinc finger gene 1 ( MZF1 ) encodes a C ( 2 ) H ( 2 ) zinc finger transcription factor that regulates granulopoiesis and may have a regulatory role in cellular proliferation and oncogenesis .
PMID:532	NA	NA	2001	NA	3 .
PMID:533	NA	NA	2001	NA	The rate of collagen synthesis in normal scar was approximately constant between 6 months and 20 years after the initial wounding , but in both hypertrophic scar and keloid the rate was initially approximately twice that in normal scar , and 2 - 3 years after wounding it fell to approximately the same level as in normal scar .
PMID:534	NA	NA	2001	NA	When phentermine was mixed with other unlabeled reversible MAO inhibitors ( e . g . pseudoephedrine , ephedrine , norephedrine ; estradiol benzoate ) , the degree of MAO inhibition was additive .
PMID:535	NA	NA	2001	NA	W . , and Touster , O .
PMID:536	NA	NA	2001	NA	There was a 57 % reduction in IGF IR mRNA levels in clone CA9 after confluence compared with clone ME10 .
PMID:537	NA	NA	2001	NA	Uncoupling gene activity from chromatin structure : promoter mutations can inactivate transcription of the yeast HSP82 gene without eliminating nucleosome - free regions .
PMID:538	NA	NA	2001	NA	Heating had no effect upon either force decline or slowing of relaxation during fatiguing contractions .
PMID:539	NA	NA	2001	NA	Uncertainty exists about the function of these potential isoforms of the Cbfa1 gene .
PMID:540	NA	NA	2001	NA	The RTI40 gene spans 35 kilobase pairs ; it contains 6 exons and at least 6 rat Identifier repetitive elements .
PMID:541	NA	NA	2001	NA	The characteristics of a simple apparatus for clinical use to measure DEOAEs are described together with typical examples of emissions .
PMID:542	NA	NA	2001	NA	Anatomical considerations in transsphenoidal hypophysectomy .
PMID:543	NA	NA	2001	NA	It has been confirmed in animal experiments that the number of microspheres in a myocardial sample approximately follows a Poisson distribution , under adequate experimental conditions .
PMID:544	NA	NA	2001	NA	Maximal exercise duration and peak oxygen consumption were not changed .
PMID:545	NA	NA	2001	NA	Hard methacrylic polymers .
PMID:546	NA	NA	2001	NA	Validity of the short - form QIF was assessed by correlation with motor scores and using analysis of variance by motor levels and motor score groupings .
PMID:547	NA	NA	2001	NA	An 81 - nt tandem duplication of the C - terminal coding region is located adjacent to the termination codon of the CyIIIb gene , a potential relic of a slipped mispairing and replication event .
PMID:548	NA	NA	2001	NA	During seed maturation , the transcriptional activity of napin genes is regulated by developmental signals involving the transcriptional activator ABI3 and abscisic acid ( ABA ) .
PMID:549	NA	NA	2001	NA	Here we report the cloning , by either peptide sequencing or by sequence similarity to the human cDNAs , of the S . cerevisiae genes RFC1 , RFC2 , RFC3 , RFC4 , and RFC5 .
PMID:550	NA	NA	2001	NA	"On the other hand , V3 "" values were not significantly correlated with the degree of tremor , seborrhea , and duration of the illness ."
PMID:551	NA	NA	2001	NA	The isomerization of the pre - existing closed complex to an open promoter form , as judged by the local denaturation of promoter DNA which rendered sequences from + 5 to - 10 reactive towards KMnO4 , was shown to be fully dependent on NifA .
PMID:552	NA	NA	2001	NA	Mouse macrophage beta subunit ( CD11b ) cDNA for the CR3 complement receptor / Mac - 1 antigen .
PMID:553	NA	NA	2001	NA	The predicted product exhibits 91 % amino acid identity to the murine voltage - gated potassium channel protein Kv1 . 7 ( Kcna7 ) , which plays an important role in the repolarization of cell membranes .
PMID:554	NA	NA	2001	NA	Elective replacement of the aortic root in Marfan ' s syndrome .
PMID:555	NA	NA	2001	NA	Principles of thyroid hormone treatment
PMID:556	NA	NA	2001	NA	Their main representatives are the American diagnostic and statistical manual of mental disorders , DSM - III , its revised version DSM - III - R and the new international classification of mental disorders iCD - 10 .
PMID:557	NA	NA	2001	NA	Each received 20 mL of one of three test solutions : levobupivacaine control , levobupivacaine and fentanyl 2 microg / mL , or levobupivacaine and fentanyl 3 microg / mL .
PMID:558	NA	NA	2001	NA	Time for action on hepatitis B immunisation .
PMID:559	NA	NA	2001	NA	Kramer Hamburg 1988 , ISBN : 3 926952 07 5 ) , the syndromatic day - to - day shifting of the psychopathological features with manic , depressive and several mixed states has a well - defined time structure , as in 25 patients studied and reported on in this paper .
PMID:560	NA	NA	2001	NA	Internal controls over the volume of milk suckled do not appear until infant rats are about 2 weeks of age at which time gastric distension , milk , systemic dehydration , and intestinal hormone cholecystokinin suppress milk intake derived through suckling .
PMID:561	NA	NA	2001	NA	In the HIV LTR , this region has been demonstrated to have both positive and negative regulatory effects on HIV gene expression .
PMID:562	NA	NA	2001	NA	Analysis of rat brain , heart , lung , liver , kidney and skeletal muscle revealed psi PKC zeta mRNA only in brain .
PMID:563	NA	NA	2001	NA	To identify and determine the function of Ino2p in yeast cells , we raised antibodies to a beta - galactosidase / Ino2 fusion protein .
PMID:564	NA	NA	2001	NA	In addition , WR - 3689 , WR - 109342 , and WR - 168643 were used with per os administration to determine hematopoietic lethality .
PMID:565	NA	NA	2001	NA	Isolation and characterization of human orthologs of yeast CCR4 - NOT complex subunits .
PMID:566	NA	NA	2001	NA	Serum AFP is a useful tumor marker for monitoring the results of therapy .
PMID:567	NA	NA	2001	NA	The paper calls for standardized question formats and a centralized body to monitor changes in these parameters of sexual behaviour .
PMID:568	NA	NA	2001	NA	A heterologous promoter construct containing three repeats of a consensus Sp1 site , cloned upstream of a single copy of the ZII ( CREB / AP1 ) element from the BZLF1 promoter linked to the beta - globin TATA box , exhibited phorbol ester inducibility .
PMID:569	NA	NA	2001	NA	A long - term follow - up study of a children ' s psychiatric day treatment center .
PMID:570	NA	NA	2001	NA	Risk factors for atherosclerosis related to nutrition are hypercholesterolemia , hyperglycemia - diabetes , and for hypertension , obesity , high salt intake , and excessive use of alcohol .
PMID:571	NA	NA	2001	NA	We demonstrate that the recently proposed synthetic imaging technique [ J .
PMID:572	NA	NA	2001	NA	We compared the quantities collected with both pollen traps during February , March and April 1988 and 1989 .
PMID:573	NA	NA	2001	NA	Of the CSF tested , 24 stimulated oxygen consumption above our cut off , and 8 did not ( 0 . 84 + / - 0 . 34 , n = 24 compared with the rate of 0 . 27 + / - 0 . 1 mumol / min / g dry wt , respectively ; SD n = 8 ) at 180 minutes .
PMID:574	NA	NA	2001	NA	These psoralens are being used in research projects sponsored by the National Toxicology Program .
PMID:575	NA	NA	2001	NA	Four of 15 patients with R2 had rheumatoid arthritis and in two of these four cases the antibody was of the IgA class .
PMID:576	NA	NA	2001	NA	Seventy - nine percent of the children screened and 91 . 0 % of the children with PbB at least 10 micrograms / dL were Hispanic .
PMID:577	NA	NA	2001	NA	We report here on an eight - year - old boy who first developed acute intravascular hemolysis following therapy with amphotericin B ( AmB ) and subsequently a delayed hemolytic transfusion reaction due to alloantibodies .
PMID:578	NA	NA	2001	NA	However , no significant difference in either the Valsalva ratio or delta SBP was found between diabetic patients and controls .
PMID:579	NA	NA	2001	NA	The PDSS identified 17 ( 94 % ) of the women diagnosed with major postpartum depression , the EPDS identified 14 of these women ( 78 % ) , and the BDI - II identified 10 of the 18 women ( 56 % ) .
PMID:580	NA	NA	2001	NA	One ORF extends from nucleotides 415 to 1620 , encodes 402 amino acids , and is preceded by a ribosome - binding site .
PMID:581	NA	NA	2001	NA	Blood coagulation Factor X and its activated form Factor Xa play an essential role in the midphase of the clotting cascade .
PMID:582	NA	NA	2001	NA	The Ras GTPase - activating - protein - related human protein IQGAP2 harbors a potential actin binding domain and interacts with calmodulin and Rho family GTPases .
PMID:583	NA	NA	2001	NA	On a national level , undiscounted costs are expected to increase up to approximately DF1 42 million annually during the first 40 years after introduction of the preventative strategy .
PMID:584	NA	NA	2001	NA	Reduction of p53 protein was detected after 1 day of OM treatment and reached maximal suppression of 10 - 20 % of control after 3 days in H3922 and 40 % of control after 4 days in MCF - 7 cells .
PMID:585	NA	NA	2001	NA	This seems to take place in the same nuclear compartment as normal cis splicing and proceeds through Y - branched intermediates analogous to the lariats formed in cis splicing .
PMID:586	NA	NA	2001	NA	Production of a chicken meat infusion broth suitable for the mass production of a Haemophilus gallinarum bacterin .
PMID:587	NA	NA	2001	NA	The maternal par genes and the segregation of cell fate specification activities in early Caenorhabditis elegans embryos .
PMID:588	NA	NA	2001	NA	These results suggest that E6010 may be of clinical value in the treatment of coronary occlusion .
PMID:589	NA	NA	2001	NA	Real - time two - dimensional echocardiographic studies of the mitral valve in short - axis view were obtained from 10 normal subjects .
PMID:590	NA	NA	2001	NA	We determined their N - terminal amino acid sequence and found that these polypeptides were CotT , YeeK , YxeE , CotF , YrbA ( 31 and 45 kDa ) , and SpoIVA , respectively .
PMID:591	NA	NA	2001	NA	The determination of diacetyl , 2 , 3 - pentanedione and acetoin was performed in two steps .
PMID:592	NA	NA	2001	NA	The same pattern of firing was seen with saccades in light and in complete darkness .
PMID:593	NA	NA	2001	NA	The critical obstacle in modeling psychiatric disorders has been limited information about their origin and underlying neural mechanisms .
PMID:594	NA	NA	2001	NA	These results suggest that both the distinct DNA binding properties of PMLRAR homodimers and the sequestration of RXR by PMLRARs may contribute to the molecular mechanisms which underlie the pathogenesis of APL .
PMID:595	NA	NA	2001	NA	CONCLUSIONS : Patients ' attainment of TGB monotherapy was associated with their achievement of positive changes of varying degree on psychological tests .
PMID:596	NA	NA	2001	NA	In alfalfa , the insecticides caused significant mortality to most of the insects evaluated .
PMID:597	NA	NA	2001	NA	Sixtieth anniversary of Angiotensin .
PMID:598	NA	NA	2001	NA	In addition , we found that the transactivation mediated by the p68c - ets - 1 pr p55erg through the Polyomavirus enhancer sequence is specifically inhibited by the p46kDaPax - QNR in transient transfection assay .
PMID:599	NA	NA	2001	NA	SCAN boxes are found in eight other genes in the GenBank database , five of which are also in the Kruppel family of zinc finger proteins lacking KRAB A and B domains and thereby define a new subclass of zinc finger proteins .
PMID:600	NA	NA	2001	NA	The in - plane orientational anisotropy of the 8CB films grown on unidirectionally photopolymerized PVCN substrates is considerably lower than the intrinsic surface orientational anisotropy of these substrates , which can explain the generally found weak surface anchoring of liquid crystals on PVCN alignment layers .
PMID:601	NA	NA	2001	NA	The introduction of FWD1 into cells significantly promotes ubiquitination and degradation of IkappaBalpha in concert with IkappaB kinases , resulting in nuclear translocation of NF - kappaB .
PMID:602	NA	NA	2001	NA	Since blood serotonin is primarily produced peripherally , these results suggest that some aspect of peripheral serotonin metabolism is abnormal in major depression .
PMID:603	NA	NA	2001	NA	She had been diagnosed with severe aplastic anemia 1 year previously and , while hospitalized , had received methyl prednisolone pulse therapy , which was not successful .
PMID:604	NA	NA	2001	NA	We next developed a rapid purification method for bacterial recombinant MyoD - bHLH domain by affinity chromatography using a calmodulin - Sepharose column and investigated the phosphorylation of that peptide by PKC and its interactions with calmodulin and S100a .
PMID:605	NA	NA	2001	NA	The 22 - d orbital flight of rats onboard the Cosmos - 605 biosatellite was followed by inhibition of erythroblastosis , alteration in the morphology of megakaryocytes , and stimulation of myelopoiesis .
PMID:606	NA	NA	2001	NA	Partial albinism and immunodeficiency : ultrastructural study of haemophagocytosis and bone marrow erythroblasts in one case .
PMID:607	NA	NA	2001	NA	Optical rotation of the second harmonic radiation from retinal in bacteriorhodopsin monomers in Langmuir - Blodgett film : evidence for nonplanar retinal structure .
PMID:608	NA	NA	2001	NA	RESULTS : Twenty - two patients ( 30 % ) showed ST - segment depression during AEM and 34 ( 49 % ) on ExT .
PMID:609	NA	NA	2001	NA	Enhanced quantum correlations in bound higher - order solitons Quantum effects in N - bound solitons can be drastically enhanced compared to the fundamental soliton .
PMID:610	NA	NA	2001	NA	Acute intoxication with cypermethrin ( NRDC 149 ) .
PMID:611	NA	NA	2001	NA	Anesthesia in the radical surgery of arteriosclerotic coronary disease
PMID:612	NA	NA	2001	NA	Whereas the sequence of alpha - actinin ( Noegel , A . , W .
PMID:613	NA	NA	2001	NA	Overall , it appears that prenatal exposure to androgen - based synthetic progestin exerted a masculinizing and / or defeminizing influence on human behavioral development , whereas prenatal exposure to natural progesterone and progesterone - based synthetic progestin had a feminizing and / or demasculinizing influence , particularly among female subjects .
PMID:614	NA	NA	2001	NA	CONCLUSION : In an acute canine model of progressive LCX coronary stenosis , CFR was impaired in both ischemic and remote nonischemic regions in association with mild to moderate ischemic - induced regional myocardial dysfunction .
PMID:615	NA	NA	2001	NA	Parathyroid hormone responses of cyclic AMP - , serum - and phorbol ester - responsive reporter genes in osteoblast - like UMR - 106 cells .
PMID:616	NA	NA	2001	NA	Genome timeline .
PMID:617	NA	NA	2001	NA	"The "" Ulm Zucker Uhr System "" comprises a microdialysis probe , a biosensor ( Glucosensor Unitec Ulm s . c . ) , a sender transferring telemetrically the glucose concentrations , and a receiving indicator ."
PMID:618	NA	NA	2001	NA	Previous work has shown that glucose repression of PRB1 transcription is not mediated by HXK2 or by the SNF1 , SNF4 , and SNF6 genes ( C .
PMID:619	NA	NA	2001	NA	The cumulative experience in liver transplantation since the introduction of cyclosporine A has confirmed its efficacy in the treatment of diverse liver diseases in children and adults .
PMID:620	NA	NA	2001	NA	Our objective was to find possible predictors for the expression and progression of LJM and to evaluate the relationship between LJM and other long - term complications of insulin - dependent diabetes mellitus .
PMID:621	NA	NA	2001	NA	To test this hypothesis , we developed a system of transient transfection of rat adipocytes with constructs containing glyceraldehyde - 3 - phosphate dehydrogenase ( GAPDH ) and fatty acid synthetase ( FAS ) promoters fused to gene reporter CAT .
PMID:622	NA	NA	2001	NA	Comparison of this gene with the available databases reveals very significant homology to the ETS factor PE - 1 and probable near - identity with the recently cloned factor ERF .
PMID:623	NA	NA	2001	NA	Eight of these suppressors for into two complementation groups , designated KCS1 and KCS2 .
PMID:624	NA	NA	2001	NA	Also , the absence of PdNi between the segments reduces the heat production of the seed .
PMID:625	NA	NA	2001	NA	Further analysis of the CAP59 locus of Cryptococcus neoformans : structure defined by forced expression and description of a new ribosomal protein - encoding gene .
PMID:626	NA	NA	2001	NA	The results showed a significant group effect only on the active task .
PMID:627	NA	NA	2001	NA	Localization of the porcine enzyme in the endoplasmic reticulum is consistent with immuno - electron - microscopic studies using pig hepatocytes .
PMID:628	NA	NA	2001	NA	These larger sizes , however , are consistent with predictions from the DNA sequence of the pol gene .
PMID:629	NA	NA	2001	NA	More important , ligand - activated insulin and IGF - I receptors phosphorylate SHC proteins in vitro , indicating that SHC proteins could be direct substrates for insulin and IGF - I receptors .
PMID:630	NA	NA	2001	NA	International efforts are now being made to standardize haemolytic test conditions and the present study is meant as a contribution to this .
PMID:631	NA	NA	2001	NA	The DFA slide prepared from the ThinPrep Test and the conventional DFA sample prepared from the endocervical swab were evaluated independently .
PMID:632	NA	NA	2001	NA	We suggest that the responses to types I and II collagen were caused by a cross - reaction with type III collagen peptides .
PMID:633	NA	NA	2001	NA	The nucleotide sequence of the estrogen receptor gene of Oreochromis aureus ( OaER ) indicates that the hormone - binding E domain is composed of 4 exons interspersed by short introns of only 0 . 18 - 1 . 3 kb each .
PMID:634	NA	NA	2001	NA	To test for progesterone receptor - mediated activation of transcription in yeast , reporter plasmids were constructed to transform yeast cells expressing PRB or C1C2 receptors .
PMID:635	NA	NA	2001	NA	Beyond the first year post - renal transplantation there was no difference in C ( IO ) between LRD and CAD allografts .
PMID:636	NA	NA	2001	NA	TAF - 1 activates transcription constitutively and was mapped to the first 32 amino acids of the A - region .
PMID:637	NA	NA	2001	NA	The ventricular demand pacemaker ( VVI ) was implanted three years ago and because of further impairment of cardiac performance an av - sequential pacemaker ( DDD ) was used to restore atrio - ventricular synchronisation .
PMID:638	NA	NA	2001	NA	In the present study we found that CD34 downregulation during hematopoiesis occured at the level of transcriptional initiation .
PMID:639	NA	NA	2001	NA	Following replicate control measurements , test ramps were repeated in the presence of sodium nitroprusside ( 1 microM ) and phentolamine ( 1 microM ) to eliminate potential smooth muscle and alpha 1 - adrenoceptor effects , respectively .
PMID:640	NA	NA	2001	NA	Individual and combined effects of fumonisin B1 present in Fusarium moniliforme culture material and diacetoxyscirpenol or ochratoxin A in turkey poults .
PMID:641	NA	NA	2001	NA	This C - terminal domain contains several YxxI / L motifs reminiscent of LMP2A and a putative TRAF binding site as in LMP1 .
PMID:642	NA	NA	2001	NA	Possibilities and limints of immunofluorescence in the laboratory diagnosis of rabies
PMID:643	NA	NA	2001	NA	The 4 - nt sequence of the rotavirus 3 ' TE represents by far the shortest of any of the sequence enhancers known to stimulate translation .
PMID:644	NA	NA	2001	NA	Muscle and liver biopsies demonstrated the same anomalies , again without branching enzyme deficiency in the liver .
PMID:645	NA	NA	2001	NA	The 1031 - bp wild - type HIT1 DNA which contained an open reading frame encoding a protein of 164 amino acids and the AGG arginine tRNA gene complemented all hit1 - 1 mutant phenotypes , indicating that the mutant phenotypes were caused by the deletion of these genes .
PMID:646	NA	NA	2001	NA	The chicken genome contains two functional nonallelic beta1 , 4 - galactosyltransferase genes .
PMID:647	NA	NA	2001	NA	Human CR2 has a restricted cellular distribution , being expressed on B lymphocytes , dendritic cells of the spleen , pharyngeal epithelial cells , and at low levels on some T lymphocytes .
PMID:648	NA	NA	2001	NA	Heterotrimeric guanine nucleotide - binding proteins ( G - proteins ) function as signal transducers for a variety of hormone - coupled enzyme and ion transport systems in eukaryotic cells .
PMID:649	NA	NA	2001	NA	The enzyme ACC oxidase catalyses the last step of ethylene biosynthesis in plants , converting 1 - aminocyclopropane - 1 - carboxylic acid ( ACC ) to ethylene .
PMID:650	NA	NA	2001	NA	Virol .
PMID:651	NA	NA	2001	NA	Mibefradil ( Ro 40 - 5967 ) is a novel nondihydropyridine calcium antagonist .
PMID:652	NA	NA	2001	NA	We have used the chloramphenicol acetyltransferase ( CAT ) reporter gene system to study the effect of T on the long terminal repeats ( LTRs ) of a large family of human endogenous retrovirus - like sequences , RTVL - H .
PMID:653	NA	NA	2001	NA	They contain a large ( 0 . 9 X 10 ( 3 ) to 1 . 88 X 10 ( 3 ) base - pairs ) intron in the middle of the gene and are further interrupted close to the 5 ' end of the gene .
PMID:654	NA	NA	2001	NA	The recombinant containing the full - length polyhedrin leader sequence gave levels of N mRNA comparable to those of AcNPV polyhedrin mRNA .
PMID:655	NA	NA	2001	NA	Long - term results and curative mechanisms of vesicoureteral reflux by endoscopic injection of blood .
PMID:656	NA	NA	2001	NA	Primer extension experiments using dbcAMP - differentiated U937 RNA indicated a single transcriptional initiation site .
PMID:657	NA	NA	2001	NA	Sequences within and flanking hypersensitive sites 3 and 2 of the beta - globin locus control region required for synergistic versus additive interaction with the epsilon - globin gene promoter .
PMID:658	NA	NA	2001	NA	Four of 12 patients ( 33 % ) were initially diagnosed as having a benign disease ( false - negatives ) .
PMID:659	NA	NA	2001	NA	The mean was 66 cells / mm2 in the laser group and 63 . 7 cells / mm2 in the control group .
PMID:660	NA	NA	2001	NA	Using reporter gene constructs driven by the CD4 promoter , we report that HHV - 6 can efficiently transactivate such genetic elements .
PMID:661	NA	NA	2001	NA	Through genomic library screening and PCR - based genomic walking we have now cloned the mouse E - Tmod gene , whose coding region spans approximately 60kb containing nine exons and eight introns .
PMID:662	NA	NA	2001	NA	On a variety of fronts , chronic bacterial infection is being found to be significantly associated with the development of atherosclerosis and the clinical complications of unstable angina , myocardial infarction , and stroke .
PMID:663	NA	NA	2001	NA	Cost analysis and the HSA : a framework .
PMID:664	NA	NA	2001	NA	Removal of ink4a dramatically reduces the lymphoid and neurological defects seen in bmi - 1 - deficient mice , indicating that ink4a is a critical in vivo target for Bmi - 1 .
PMID:665	NA	NA	2001	NA	In fifty non selected ductal carcinomas of the breast we found that a marked tumoral inflammatory infiltrate ( P less than 0 . 025 ) , perinodal tumoral infiltrate ( P less than 0 . 01 ) , sinus catarrh ( P less than 0 . 05 ) , follicular hyperplasia ( P less than 0 . 025 ) , mixed pattern in lymph nodes ( P less than 0 . 01 ) and with 54 years of age or younger ( P less than 0 . 01 ) correlated significantly with lymph node metastases and / or high histologic grade .
PMID:666	NA	NA	2001	NA	The herpesvirus entry mediator C ( HveC ) , previously known as poliovirus receptor - related protein 1 ( PRR1 ) , and the herpesvirus Ig - like receptor ( HIgR ) are the bona fide receptors employed by herpes simplex virus - 1 and - 2 ( HSV - 1 and - 2 ) for entry into the human cell lines most frequently used in HSV studies .
PMID:667	NA	NA	2001	NA	Spinal injuries in a multiple trauma patient .
PMID:668	NA	NA	2001	NA	Creatinine and creatine phosphokinase ( CPK ) .
PMID:669	NA	NA	2001	NA	The glyoxysomal and plastid molecular chaperones ( 70 - kDa heat shock protein ) of watermelon cotyledons are encoded by a single gene .
PMID:670	NA	NA	2001	NA	Thus , cross - resistance between fluoroquinolones was shown for both enterococci and MRSA .
PMID:671	NA	NA	2001	NA	Furthermore we elucidate the subtle highly anisotropic interchain correlations and reveal the detailed atomic structure of the low - temperature ( 8x2 ) phase .
PMID:672	NA	NA	2001	NA	025 ) .
PMID:673	NA	NA	2001	NA	"With stimulation beyond the theta - range three phenomena occurred : shift of the burst frequencies to higher or lower harmonics of stimulation frequencies ; complex interactions of basic background frequency with rhythm of stimulation ( "" beating "" ) ; return to background theta - burst frequency in spite of continuing stimulation ( "" escape "" ) ."
PMID:674	NA	NA	2001	NA	Incorporation of this information in the data brought about a revised five - year survival estimate of 55 percent .
PMID:675	NA	NA	2001	NA	Using a dominant negative form of Sp3 and transcriptional activation assays in Schneider SL - 2 insect cells , it was confirmed that ERalpha - Sp3 interactions define a pathway for E2 - mediated inhibition of gene expression , and this represents a new mechanism for decreased gene expression by E2 .
PMID:676	NA	NA	2001	NA	While these could be unusual cases of chronic non - A , non - B hepatitis , this can be only speculation until a serologic test for non - A , non - B hepatitis becomes available .
PMID:677	NA	NA	2001	NA	Our previous studies demonstrated that the promyelocytic leukemia gene , PML which involved in the 15 ; 17 translocation in acute promyelocytic leukemia ( APL ) is a growth and transformation suppressor .
PMID:678	NA	NA	2001	NA	These characteristics add to the suitability of NM441 as an effective prodrug of NM394 .
PMID:679	NA	NA	2001	NA	Sequence analysis of cDNA clones encoding human gamma revealed an open reading frame predicting a protein of 299 amino acids ( approximately 32 kDa ) , half the size of the bovine gamma subunit .
